,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_use_background_image,profile_background_tile,is_translator,protected,verified,description,target,account_age_days
2795,74015,917,425,6980,52,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2642
2796,15001,500,220,27839,24,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2043
2797,2298,81,211,1363,3,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2306
2798,4869,263,250,1569,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,696
2799,86,8,43,107,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1705
2800,16430,156,248,748,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1583
2801,217,73,212,180,1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,704
2802,8531,477,354,6175,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1414
2803,1081,594,1408,171,8,1,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2436
2804,1321,35,164,122,1,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1966
2805,1428,721,774,148,22,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2644
2806,15289,154,152,628,3,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1899
2807,172402,11781,12621,185467,135,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1978
2808,406,26,44,139,1,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,846
2809,3088,113,77,2233,7,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2062
2810,3393,206,207,4510,1,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1524
2811,54,10,88,1,1,1,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,921
2812,14829,432,315,7528,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,2472
2813,25931,555,365,1600,2,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,662
2814,4519,176,229,3720,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2238
2815,1447,321,1605,165,3,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2068
2816,67,35,155,7,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,879
2817,58627,6584,907,11,424,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2552
2818,12171,436,773,56528,3,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,2283
2819,28400,8375,503,2497,535,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3195
2820,8528,312,879,1009,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,465
2821,9585,326,216,178,2,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1698
2822,2079,429,315,705,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2356
2823,9181,300,459,1789,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,736
2824,4810,94,113,1811,2,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,799
2825,145,10,30,116,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,748
2826,5124,290,200,109,2,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2344
2827,595,58,103,219,2,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2199
2828,14401,1061,1726,5253,29,1,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2579
2829,5998,342,340,5834,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1563
2830,31284,1270,999,4745,2,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,2077
2831,33479,498,304,13415,3,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1226
2832,16803,2289,2231,2133,3,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1084
2833,672,115,63,9657,2,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,378
2834,2496,222,237,79,1,0,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2015
2835,34600,858,388,32866,4,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2120
2836,438,16,126,22,3,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1718
2837,1099,160,242,378,4,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,533
2838,9565,2850,1777,572,2,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1327
2839,4918,183,514,7683,2,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2310
2840,5639,215,251,319,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,2137
2841,3357,273,238,2996,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,649
2842,10043,1819,886,1808,38,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2412
2843,11551,34,0,110,3,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2294
2844,3187,139,204,1832,2,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2353
2845,8200,268,173,2021,1,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1118
2846,551,42,231,227,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2349
2847,95366,114727,1362,1746,2825,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,2737
2848,343,23,279,1664,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1107
2849,4715,186,359,2291,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2148
2850,4925,159,106,1737,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,703
2851,43,14,57,10,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2230
2852,21182,1540,674,18436,6,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1167
2853,9573,786,705,845,6,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1925
2854,8334,349,213,1141,4,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2424
2855,3338,434,448,978,0,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,571
2856,168,29,200,47,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1571
2857,12033,11617,815,862,89,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2352
2858,2434,2498,2468,1136,90,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1559
2859,10253,2951,2145,1054,26,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,652
2860,363,136,921,1185,1,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2396
2861,25362,1285,586,1255,10,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1624
2862,7463,394,170,2423,1,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,395
2863,126757,1095,57,24856,6,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1159
2864,1257,145,178,677,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1040
2865,53939,2223,69,5203,9,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,974
2866,31342,1247,731,23783,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1832
2867,713,399,318,809,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,934
2868,66,7,208,109,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,495
2869,1727,71,70,2138,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,676
2870,25,28,308,27,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1530
2871,559,79,292,178,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1680
2872,382,83,226,75,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,322
2873,3647,1829,869,116,98,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1962
2874,21036,416,67,553,8,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2463
2875,1551,129,250,7416,2,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1455
2876,16179,215,436,248,4,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,2433
2877,463,160,221,11441,4,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1584
2878,8199,296,285,510,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1496
2879,5405,76,103,3171,3,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1989
2880,8147,1867,456,827,24,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,908
2881,2796,409,317,2796,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,589
2882,11538,1007,527,5371,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1299
2883,21417,341,2001,3515,8,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1530
2884,552,116,379,621,3,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2386
2885,27942,1201,897,2404,33,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,814
2886,1154,44,78,224,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,680
2887,5146,500,477,719,15,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1736
2888,75903,1183,308,5085,26,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1287
2889,982,68,265,360,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,721
2890,11086,673,1200,135,2,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2158
2891,16,1,25,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,296
2892,498,154,335,718,5,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2275
2893,4240,254,236,489,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2159
2894,853,14,30,18,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1778
2895,14328,277,422,3814,9,1,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1269
2896,9258,1470,1901,990,0,0,1,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,931
2897,1251,39,22,1014,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,264
2898,3396,104,386,73,3,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,3014
2899,25574,628,364,7561,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1523
2900,2829,101,128,275,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,751
2901,10276,428,191,2562,1,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,971
2902,19567,1071,504,2178,281,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2136
2903,3108,233,1534,701,2,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2071
2904,21801,2143,666,10006,3,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1310
2905,7364,80,400,159,4,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2079
2906,2007,168,133,1203,0,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1493
2907,54668,2094,2235,85051,49,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,407
2908,3161,1327,801,3256,3,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,992
2909,1523,42,203,525,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,649
2910,124,78,211,118,2,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,362
2911,27397,431,1067,6018,22,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2466
2912,1371,257,260,486,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,668
2913,27962,2688,985,19912,14,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1768
2914,1858,74,95,115,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2356
2915,3530,271,253,562,2,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1324
2916,2763,1383,387,1053,8,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,331
2917,12489,800,702,14956,7,1,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,623
2918,24475,933,1972,4642,40,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2253
2919,27763,668,150,4363,7,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,2101
2920,3673,1524,614,1772,7,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,964
2921,676,58,178,70,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2754
2922,30949,7474,1181,23378,5,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1199
2923,633,89,330,533,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2049
2924,96,158,179,39,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,229
2925,26002,301,153,15736,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,986
2926,6,3,11,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,227
2927,31000,594,1460,391,41,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2380
2928,13578,10885,1529,5593,622,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2499
2929,3207,460,121,547,10,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,265
2930,111434,10545,168,31856,63,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,816
2931,24805,628,391,22077,5,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1670
2932,12518,195,155,15923,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1380
2933,22139,449,298,2386,3,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,455
2934,101806,910,127,239,6,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1424
2935,1207,354,382,668,0,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,494
2936,9601,982,1026,7344,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1280
2937,3472,222,246,6949,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,602
2938,13340,244,415,2,4,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2274
2939,8153,1686,916,570,67,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2407
2940,31077,1760,30,932,26,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2379
2941,15831,134,94,6729,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1293
2942,6,1,21,7,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1007
2943,41550,6050,2914,32113,93,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1121
2944,741,56,253,5,2,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2304
2945,3426,34,161,2759,2,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2797
2946,1107,157,171,418,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,258
2947,3737,302,223,3394,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,904
2948,35710,2031,576,849,277,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2489
2949,3496,82,64,876,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,688
2950,2755,132,174,37,3,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2700
2951,3807,442,414,1749,5,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,411
2952,33724,580,677,9874,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1411
2953,2435,75,96,219,3,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1872
2954,385,460,19,1,9,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,531
2955,7863,106,70,3771,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1657
2956,233,132,194,13,6,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1913
2957,29842,1436,204,6252,25,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1764
2958,821,33,326,322,1,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1268
2959,9678,403,337,225,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2100
2960,19854,1202,1469,64330,7,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2441
2961,10380,2351,1708,652,4,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,627
2962,28412,705,333,315,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1494
2963,25346,1610,1983,322,23,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,744
2964,3895,341,329,43,7,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2345
2965,7959,577,215,667,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,790
2966,5482,436,428,4465,2,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1082
2967,2285,58,138,142,4,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1381
2968,15921,468,261,1723,2,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,580
2969,2394,860,228,97,52,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2275
2970,21651,683,97,295,55,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2752
2971,35421,786,718,10463,47,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2349
2972,24,124,222,0,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,362
2973,3087,220,214,2722,5,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,710
2974,3138,371,314,4326,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1303
2975,16949,1549,348,1288,14,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2004
2976,12088,275,316,130,11,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2635
2977,19502,247,92,610,1,1,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,689
2978,559,404,788,44,1,0,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1486
2979,14,32,173,1,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,284
2980,16487,362,243,6079,3,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1405
2981,25278,2404,153,10697,35,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,775
2982,844,68,140,2105,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,336
2983,15149,379,296,215,0,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1595
2984,12318,317,191,9024,0,1,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1222
2985,2866,69,72,1009,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,454
2986,37548,719,626,1487,4,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,435
2987,2494,261,253,156,0,0,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,915
2988,2083,110,109,5621,1,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,644
2989,7351,710,652,741,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1627
2990,4366,723,487,192,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1330
2991,17358,1500,464,3125,66,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1573
2992,16872,539,438,807,3,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1796
2993,10189,160,143,110,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,735
2994,359,109,136,75,7,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,797
2995,72393,2233,999,13120,5,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,2358
2996,32797,414,173,11581,2,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1238
2997,484,70,456,6,4,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2310
2998,4146,424,273,1944,2,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,323
2999,51304,2594,473,5849,43,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1374
3000,19546,806,738,1555,42,0,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2731
3001,4032,216,236,301,16,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2503
3002,14445,431,515,1305,2,1,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1652
3003,1114,46,59,1380,1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1909
3004,5844,245,310,4319,13,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,2342
3005,119,6007,462,0,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,382
3006,641,216,389,3617,0,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,514
3007,6074,196,369,731,3,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2446
3008,4691,322,81,1351,5,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,515
3009,25462,1820,1683,2535,3,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1466
3010,43936,1271,1993,13514,5,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1988
3011,574,99,197,1,8,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2051
3012,1985,35,63,902,4,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,531
3013,334636,490,262,0,9,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,489
3014,59,47,116,201,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,950
3015,1316,147,151,51,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,710
3016,9545,1030,1258,4497,0,1,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,706
3017,15914,818,679,9878,2,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,1685
3018,34479,224,470,28547,16,1,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,539
3019,18257,399,466,7682,7,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2481
3020,25,51,97,5,3,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2096
