statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_use_background_image,profile_background_tile,description,label,account_age_days,genuine,social_spambot,traditional_spambot
32311,655,512,4023,12,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2023,True,False,False
2178,224,213,2936,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,572,True,False,False
5171,241,193,337,5,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2289,True,False,False
453,23,147,1638,2,0,1,1,1,1.0,0.0,0.0,1.0,0.0,1,genuine,750,True,False,False
902,144,273,28,5,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0,genuine,3007,True,False,False
5154,355,406,2484,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,457,True,False,False
32334,557,349,318,14,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2014,True,False,False
64811,2634,888,784,186,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2526,True,False,False
14544,206,356,1620,20,1,1,1,1,1.0,0.0,0.0,1.0,0.0,1,genuine,2458,True,False,False
937,753,1942,535,7,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,991,True,False,False
3516,138,416,831,7,0,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1719,True,False,False
97198,649,895,24840,11,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,2056,True,False,False
1108,48,172,131,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,808,True,False,False
2780,128,117,658,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1,genuine,1899,True,False,False
4692,458,603,1832,9,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1327,True,False,False
41690,3174,772,607,57,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2254,True,False,False
2330,84,57,3631,1,1,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,850,True,False,False
1242,248,194,527,2,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1520,True,False,False
115,101,149,96,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1,genuine,245,True,False,False
17190,257,222,13364,4,0,1,0,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1523,True,False,False
20861,151,71,4763,1,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1244,True,False,False
14046,1247,740,49185,2,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1,genuine,818,True,False,False
593,543,445,514,9,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,2773,True,False,False
2461,325,205,12164,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,794,True,False,False
92927,461,677,1816,22,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1756,True,False,False
7836,552,373,2451,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1,genuine,1175,True,False,False
236,168,360,4,5,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1,genuine,1532,True,False,False
4984,240,127,1192,3,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1168,True,False,False
1024,92,137,43,3,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2266,True,False,False
35436,1877,731,114,35,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1506,True,False,False
16780,296,408,1813,5,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1,genuine,2231,True,False,False
10126,269,183,14472,30,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,genuine,840,True,False,False
118073,3030,283,68,106,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,2796,True,False,False
16068,1068,678,3626,33,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,2078,True,False,False
1377,33,52,968,1,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1769,True,False,False
29997,558,674,6414,50,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,3195,True,False,False
1022,150,300,867,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0,genuine,477,True,False,False
5108,352,223,1180,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,0,genuine,1482,True,False,False
1518,270,264,2163,6,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0,genuine,2531,True,False,False
15674,785,550,9166,8,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1898,True,False,False
129,21,168,48,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,genuine,1282,True,False,False
54210,1341,1971,5011,37,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2475,True,False,False
83,59,116,476,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,506,True,False,False
11950,702,367,7058,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1289,True,False,False
1682,131,407,11999,1,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1754,True,False,False
13276,248,201,297,13,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2293,True,False,False
14159,1209,378,629,80,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1,genuine,2640,True,False,False
903,68,466,1017,4,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0,genuine,613,True,False,False
30611,287,904,4728,7,0,1,0,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1886,True,False,False
23942,1024,562,16216,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1581,True,False,False
11984,197,303,720,4,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1224,True,False,False
2553,114,161,1275,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,893,True,False,False
24572,211,327,1358,4,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1697,True,False,False
1759,96,87,4300,4,0,1,1,1,1.0,0.0,0.0,1.0,0.0,1,genuine,382,True,False,False
4193,114,751,927,6,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2049,True,False,False
8165,32,7,45,2,1,1,0,1,1.0,0.0,0.0,1.0,0.0,1,genuine,421,True,False,False
388,25,66,216,3,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1,genuine,289,True,False,False
4991,157,145,1214,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,367,True,False,False
32,1,2,206,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,257,True,False,False
3236,29,16,188,5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,genuine,2005,True,False,False
9207,389,107,453,2,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0,genuine,1751,True,False,False
692,100,100,1285,0,0,1,0,0,0.0,0.0,1.0,1.0,1.0,1,genuine,302,True,False,False
7109,864,634,1493,1,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1730,True,False,False
23381,864,1122,12734,14,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0,genuine,1111,True,False,False
12822,168,403,524,5,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1797,True,False,False
22769,657,398,16705,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1,genuine,817,True,False,False
1776,545,458,1038,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1,genuine,669,True,False,False
10161,132,621,1037,1,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1842,True,False,False
99,130,102,539,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,genuine,457,True,False,False
32124,351,941,18399,18,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1035,True,False,False
893,51,152,775,2,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0,genuine,795,True,False,False
10714,4158,76,26583,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,genuine,592,True,False,False
365,150,77,114,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1,genuine,1180,True,False,False
36359,6154,2329,20012,64,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1,genuine,1218,True,False,False
7210,160,88,791,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,2134,True,False,False
8117,223,177,1129,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0,genuine,1292,True,False,False
104,32,123,39,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,genuine,993,True,False,False
17963,1077,696,9466,1,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1,genuine,1404,True,False,False
963,547,1026,1222,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,338,True,False,False
8303,535,375,1596,11,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2776,True,False,False
32885,672,665,15423,3,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1081,True,False,False
12853,988,1111,972,5,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1430,True,False,False
3494,146,300,272,11,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2230,True,False,False
146971,276,412,4359,21,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,2391,True,False,False
554,82,245,1185,2,0,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,313,True,False,False
26645,537,286,842,5,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0,genuine,1087,True,False,False
936,162,153,225,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,266,True,False,False
102429,777,88,3836,8,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1689,True,False,False
10542,176,355,8937,4,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,2036,True,False,False
45041,615,445,4446,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0,genuine,1445,True,False,False
48821,934,387,98,18,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0,genuine,1971,True,False,False
53520,1092,983,1881,74,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,2292,True,False,False
2117,137,212,13,6,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1742,True,False,False
10576,76,92,13,0,0,1,0,0,0.0,0.0,1.0,1.0,1.0,1,genuine,496,True,False,False
61428,6219,144,22468,69,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1013,True,False,False
979,77,289,254,1,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1,genuine,2406,True,False,False
35,15,20,762,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,377,True,False,False
8431,484,475,4318,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1360,True,False,False
85783,1239,338,2581,6,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1774,True,False,False
36869,7841,89,25542,9,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,978,True,False,False
48804,116,87,46,1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0,genuine,1925,True,False,False
8643,458,455,2071,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0,genuine,1815,True,False,False
1323,411,831,40,4,1,1,1,1,1.0,0.0,0.0,1.0,0.0,1,genuine,2449,True,False,False
5232,359,409,291,0,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1095,True,False,False
10187,88,181,179,2,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2403,True,False,False
54850,1468,313,6043,13,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1736,True,False,False
1597,336,312,19,12,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2456,True,False,False
1290,1782,164,1057,16,1,1,0,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1023,True,False,False
4073,349,392,2411,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1,genuine,1386,True,False,False
34930,1321,937,7644,3,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1520,True,False,False
5261,451,406,5188,3,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1316,True,False,False
2497,427,303,3151,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1,genuine,1013,True,False,False
1108,243,326,7,13,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2341,True,False,False
2844,656,386,4979,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,1100,True,False,False
7036,591,525,5740,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,1391,True,False,False
851,131,249,8735,0,1,1,1,1,1.0,0.0,0.0,1.0,0.0,1,genuine,419,True,False,False
5077,459,389,4399,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1157,True,False,False
314,51,95,389,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0,genuine,421,True,False,False
17172,331,234,0,5,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1,genuine,1492,True,False,False
25819,493,595,34,10,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2171,True,False,False
14256,243,97,3299,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,2151,True,False,False
7410,324,292,5131,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1,genuine,688,True,False,False
500,28,196,868,1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0,genuine,1463,True,False,False
6218,484,629,6868,2,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1090,True,False,False
57000,421,436,2061,6,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1,genuine,2430,True,False,False
2721,186,171,4201,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,1,genuine,776,True,False,False
10449,205,90,2242,3,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1040,True,False,False
3007,744,642,1502,0,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1528,True,False,False
1922,1206,909,362,20,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2355,True,False,False
20045,555,505,11690,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0,genuine,775,True,False,False
811,118,113,3328,1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0,genuine,638,True,False,False
4494,667,1120,778,24,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,534,True,False,False
323,137,1898,3629,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0,genuine,523,True,False,False
35914,771,392,4718,9,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2293,True,False,False
1849,1846,776,319,65,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,1812,True,False,False
10272,3388,2699,2890,115,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2426,True,False,False
6039,393,775,2603,17,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,2371,True,False,False
5705,151,143,883,2,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,547,True,False,False
21397,850,399,13703,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,0,genuine,1317,True,False,False
4364,291,295,2275,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1275,True,False,False
2790,62,103,311,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1,genuine,254,True,False,False
3188,45,24,19,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,genuine,2191,True,False,False
35866,1128,863,1118,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1457,True,False,False
12574,280,814,5935,4,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,843,True,False,False
25007,1527,1901,864,24,0,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1495,True,False,False
25631,739,691,13006,5,1,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,618,True,False,False
12740,434,54,41,0,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,1012,True,False,False
1232,88,95,135,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1898,True,False,False
2011,124,112,4349,0,0,1,0,1,0.0,0.0,0.0,1.0,1.0,1,genuine,671,True,False,False
1186,29,260,6,1,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1670,True,False,False
1913,300,193,54,8,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,2908,True,False,False
18166,253,75,6312,1,0,1,1,0,0.0,0.0,1.0,0.0,1.0,0,genuine,1725,True,False,False
12196,141,342,519,5,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2382,True,False,False
2904,357,201,7344,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1435,True,False,False
3626,101,125,2130,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,2115,True,False,False
5690,128,249,597,1,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,899,True,False,False
1708,376,155,2506,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0,genuine,1629,True,False,False
18822,904,1996,30438,12,1,1,0,0,0.0,0.0,1.0,1.0,1.0,1,genuine,938,True,False,False
2388,369,306,198,5,1,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,879,True,False,False
50703,520,473,17380,17,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1235,True,False,False
4212,736,148,3377,5,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,498,True,False,False
131,8,9,3,0,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1635,True,False,False
7098,421,785,1778,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1371,True,False,False
571,142,93,50,3,1,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1313,True,False,False
9625,428,394,5806,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,372,True,False,False
11656,95,92,3079,0,1,1,1,0,0.0,0.0,0.0,1.0,0.0,1,genuine,1336,True,False,False
8622,292,634,2503,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1951,True,False,False
8024,183,120,390,3,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1982,True,False,False
1749,101,438,309,2,0,1,0,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2156,True,False,False
5529,315,319,595,2,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2505,True,False,False
1079,236,401,730,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,genuine,1268,True,False,False
1189,369,337,250,0,0,1,0,1,0.0,0.0,1.0,1.0,1.0,1,genuine,295,True,False,False
2507,70,105,1645,0,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2065,True,False,False
11978,132,375,326,3,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2498,True,False,False
13301,879,409,9200,1,1,1,1,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1743,True,False,False
21611,3535,2689,5201,16,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1396,True,False,False
8694,240,228,2915,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0,genuine,1957,True,False,False
1089,192,521,2598,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,1277,True,False,False
49037,2333,764,205,12,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1853,True,False,False
30078,514,468,10444,1,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1789,True,False,False
3190,512,277,7302,7,0,1,1,0,1.0,0.0,1.0,1.0,0.0,1,genuine,561,True,False,False
5679,992,2002,982,282,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2266,True,False,False
5085,815,576,9465,1,1,1,0,0,1.0,0.0,1.0,1.0,0.0,0,genuine,1041,True,False,False
35448,1171,182,184,2,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0,genuine,2463,True,False,False
267,579,281,25537,3,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1060,True,False,False
1088,151,148,13888,3,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1,genuine,897,True,False,False
2708,54,374,676,3,0,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1513,True,False,False
23295,514,610,36609,14,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1,genuine,2421,True,False,False
82194,4493,1894,1636,132,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2910,True,False,False
8455,903,728,9680,13,1,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,424,True,False,False
224,22,121,93,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0,genuine,1176,True,False,False
38916,515,494,536,9,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2386,True,False,False
252,56,140,426,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,472,True,False,False
708,820,491,32,39,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1623,True,False,False
16007,165,142,3080,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1,genuine,1445,True,False,False
14211,507,238,4823,2,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1714,True,False,False
3191,1116,2000,578,4,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1221,True,False,False
159099,2213,828,3910,7,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1860,True,False,False
1976,364,500,7842,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,492,True,False,False
25,192,471,134,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,genuine,384,True,False,False
2485,179,339,257,4,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2496,True,False,False
4303,611,404,3812,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1249,True,False,False
4547,403,383,2352,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1850,True,False,False
46978,4964,2288,156,23,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1278,True,False,False
10730,225,218,9650,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,476,True,False,False
26,67,150,98,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,genuine,700,True,False,False
11242,333,379,969,9,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2545,True,False,False
7447,112,99,7840,3,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1196,True,False,False
21918,3138,1247,1828,19,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,2152,True,False,False
217,25,68,176,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0,genuine,661,True,False,False
7103,267,308,1416,14,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,2443,True,False,False
5372,146,150,454,2,0,1,0,0,0.0,0.0,1.0,1.0,0.0,1,genuine,1031,True,False,False
2401,396,585,663,24,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,2457,True,False,False
7158,328,491,197,2,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,1638,True,False,False
1529,305,764,1045,1,1,1,0,1,0.0,0.0,1.0,1.0,1.0,1,genuine,550,True,False,False
5956,158,96,7394,1,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1,genuine,534,True,False,False
15613,467,338,15361,0,1,1,0,1,0.0,0.0,0.0,1.0,1.0,1,genuine,1061,True,False,False
28927,3268,1113,12391,17,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1,genuine,594,True,False,False
18295,146,80,5781,4,0,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,704,True,False,False
71,38,28,179,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,872,True,False,False
3377,349,596,5616,2,1,1,0,0,0.0,0.0,1.0,1.0,1.0,1,genuine,801,True,False,False
181,27,108,513,0,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,933,True,False,False
11662,478,469,4476,8,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1558,True,False,False
2314,372,508,5629,0,0,1,1,1,1.0,0.0,0.0,1.0,0.0,1,genuine,888,True,False,False
2829,594,842,6508,1,1,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,760,True,False,False
2586,86,92,87,1,1,1,1,1,1.0,0.0,1.0,1.0,0.0,1,genuine,695,True,False,False
120993,1440,880,6094,8,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,1343,True,False,False
2123,569,1840,43,22,1,1,1,1,0.0,0.0,1.0,0.0,1.0,1,genuine,2445,True,False,False
3524,296,239,6175,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1,genuine,947,True,False,False
1473,77,111,65,1,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,2448,True,False,False
16375,395,164,2029,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,1156,True,False,False
364,29,88,180,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,340,True,False,False
12659,592,694,7351,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1185,True,False,False
1648,79,185,2275,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,1,genuine,476,True,False,False
7530,345,514,919,4,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0,genuine,1939,True,False,False
409,137,242,1050,3,0,1,1,0,1.0,0.0,1.0,1.0,0.0,1,genuine,649,True,False,False
8718,233,739,2523,2,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,972,True,False,False
21694,609,403,2472,1,0,1,1,0,0.0,0.0,1.0,0.0,1.0,1,genuine,2004,True,False,False
9846,582,64,5576,1,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1,genuine,2131,True,False,False
75414,268,530,1853,6,0,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,2335,True,False,False
39610,57179,762,3765,291,0,1,0,1,0.0,0.0,0.0,1.0,1.0,1,genuine,2334,True,False,False
17384,3261,68,7690,21,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1,genuine,1303,True,False,False
64276,1853,636,23768,35,1,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,738,True,False,False
406,207,107,670,2,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1155,True,False,False
19176,1027,446,4271,32,1,1,1,1,0.0,0.0,1.0,1.0,0.0,1,genuine,1853,True,False,False
89,29,69,73,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,genuine,1259,True,False,False
291,53,137,61,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0,genuine,1235,True,False,False
154,65,52,72,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1,genuine,235,True,False,False
196,120,350,104,0,0,1,1,1,0.0,0.0,0.0,1.0,1.0,1,genuine,2323,True,False,False
37732,14613,11076,8172,79,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1,genuine,1491,True,False,False
322470,3798,2886,11224,153,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2461,True,False,False
4932,246,498,799,12,1,1,0,1,1.0,0.0,1.0,1.0,0.0,0,genuine,2318,True,False,False
8652,541,467,483,26,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,3009,True,False,False
163168,6314,6735,6568,367,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1,genuine,2576,True,False,False
50655,161,236,469,8,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,genuine,969,True,False,False
